,timestep,iteration_0_avg_dist_timestep,iteration_0_avg_velo_timestep,timestep,iteration_1_avg_dist_timestep,iteration_1_avg_velo_timestep,timestep,iteration_2_avg_dist_timestep,iteration_2_avg_velo_timestep,timestep,iteration_3_avg_dist_timestep,iteration_3_avg_velo_timestep,timestep,iteration_4_avg_dist_timestep,iteration_4_avg_velo_timestep,timestep,iteration_5_avg_dist_timestep,iteration_5_avg_velo_timestep,timestep,iteration_6_avg_dist_timestep,iteration_6_avg_velo_timestep,timestep,iteration_7_avg_dist_timestep,iteration_7_avg_velo_timestep,timestep,iteration_8_avg_dist_timestep,iteration_8_avg_velo_timestep,timestep,iteration_9_avg_dist_timestep,iteration_9_avg_velo_timestep
0,0.0,43.68605683010487,,0.0,52.851917042400586,,0.0,47.05026631233534,,0.0,46.63456197734228,,0.0,50.922394483009434,,0.0,50.507295557892924,,0.0,56.835389775028816,,0.0,59.096717393385546,,0.0,47.40573110729765,,0.0,42.1195852955149,
1,20.0,42.35216239804332,0.10490510080114752,20.0,51.28629298432153,0.10023353534019187,20.0,46.01363124316362,0.10043469540535686,20.0,45.64060109602137,0.10218132789980529,20.0,49.391829737219446,0.10232082033751032,20.0,49.19092998003633,0.1011566302085787,20.0,55.4894157336054,0.10160771672596144,20.0,57.32070433107591,0.10538439121902976,20.0,46.40739652614329,0.10096969052956932,20.0,40.74409394823165,0.10243413822993198
2,40.0,41.02845462335584,0.10417427474971298,40.0,49.76059306558739,0.10115232275342226,40.0,44.961193226920656,0.0987054972057648,40.0,44.613977307041345,0.10029513610862925,40.0,47.880100423492,0.1018298149512309,40.0,47.91478448714562,0.09983189903746129,40.0,54.17584343752917,0.10186154454862525,40.0,55.60783181601906,0.10284271192512505,40.0,45.40326884568368,0.10100202847964757,40.0,39.35545290610975,0.09973260113017245
3,60.0,39.657358105846214,0.10508658195381516,60.0,48.24352640170517,0.10121885584918776,60.0,43.91540884271473,0.098017272127758,60.0,43.546440285782765,0.10090429830016755,60.0,46.43305937245142,0.10085803892259568,60.0,46.65868233627061,0.09819662532324333,60.0,52.88911979698935,0.10101918214645751,60.0,53.883783393532376,0.10220988090385576,60.0,44.4217725821383,0.1004909032168783,60.0,38.11904001005373,0.10063508060243892
4,80.0,38.29930071825566,0.10272022849343905,80.0,46.73655108578925,0.10153591132593183,80.0,42.91277926697551,0.09770514626802937,80.0,42.449822113782005,0.1020461992398072,80.0,44.96007256026886,0.1005092389627774,80.0,45.442167858177676,0.09728148412232825,80.0,51.621405494521504,0.10071057847159694,80.0,52.206183833917734,0.09940025354510128,80.0,43.45781726795917,0.10029402831617427,80.0,36.89628062595145,0.10086303806332537
5,100.0,36.97992961898906,0.10123636895254681,100.0,45.247821834864894,0.10119262895324485,100.0,41.956156045968925,0.09771882794550951,100.0,41.372662799179494,0.10152153720264731,100.0,43.48063465835729,0.10011406746162003,100.0,44.227935848534536,0.09665764701060212,100.0,50.36645763839015,0.10075837070387444,100.0,50.529379596859584,0.09831563075240982,100.0,42.52004713337572,0.10002559314152105,100.0,35.70312316398941,0.10055792122344037
6,120.0,35.6522696539444,0.10104088907790969,120.0,43.778112782802424,0.10117304667544881,120.0,41.024129336015854,0.09713138905950602,120.0,40.297242731863406,0.10180770104778442,120.0,41.99617386223379,0.10000513974957594,120.0,42.95537769456103,0.09484796199408353,120.0,46.887320462572156,0.10068592909635755,120.0,49.11212868763345,0.1000986172559538,120.0,41.58645399485067,0.09978691060244367,120.0,34.530368960474554,0.10054406007060623
7,140.0,34.31194057873691,0.10055913465541486,140.0,42.32492825436456,0.10114758142071219,140.0,40.18448231965461,0.10012980690968558,140.0,39.23203100074058,0.1021616007130644,140.0,40.60025623138757,0.10029868063626027,140.0,41.73485815784758,0.09494585081715248,140.0,45.48679978887541,0.10078945780907371,140.0,47.72913093984544,0.10066958024091208,140.0,40.65583777881762,0.0997241055002934,140.0,33.37148442479233,0.10016677626553833
8,160.0,32.9760058336467,0.10047166860012167,160.0,39.52757207197742,0.1005282085545192,160.0,38.97587257547171,0.09938767347019194,160.0,38.18004418919474,0.10173842975035673,160.0,39.25934468882951,0.10105294281617742,160.0,40.60671582457948,0.0963062826790507,160.0,44.097852542117096,0.10080332854110867,160.0,46.3867574609988,0.10032504267998145,160.0,39.74289067083012,0.09948131916043532,160.0,31.384669075487352,0.09971759224623646
9,180.0,31.65449609954171,0.10078667466054284,180.0,37.901367198574384,0.10024579617612576,180.0,38.111775906998844,0.10203510520172582,180.0,37.14132384519345,0.10152891903393065,180.0,37.93423097260542,0.10173097390426843,180.0,39.524145890408505,0.09786543052569237,180.0,42.721505330714905,0.10081624298168142,180.0,45.11874853054682,0.10194606709665957,180.0,38.8722836088066,0.09972571109559196,180.0,30.156694822916183,0.09737834015244061
