,timestep,iteration_0_avg_dist_timestep,iteration_0_avg_velo_timestep,timestep,iteration_1_avg_dist_timestep,iteration_1_avg_velo_timestep,timestep,iteration_2_avg_dist_timestep,iteration_2_avg_velo_timestep,timestep,iteration_3_avg_dist_timestep,iteration_3_avg_velo_timestep,timestep,iteration_4_avg_dist_timestep,iteration_4_avg_velo_timestep,timestep,iteration_5_avg_dist_timestep,iteration_5_avg_velo_timestep,timestep,iteration_6_avg_dist_timestep,iteration_6_avg_velo_timestep,timestep,iteration_7_avg_dist_timestep,iteration_7_avg_velo_timestep,timestep,iteration_8_avg_dist_timestep,iteration_8_avg_velo_timestep,timestep,iteration_9_avg_dist_timestep,iteration_9_avg_velo_timestep
0,0.0,51.083171254912436,,0.0,47.970070067163576,,0.0,49.362649611971825,,0.0,49.87971912603116,,0.0,49.57883706634765,,0.0,47.13748082131093,,0.0,47.89067338712216,,0.0,49.963384692928194,,0.0,49.23413480299253,,0.0,48.92225225662248,
1,20.0,49.82458990117636,0.0950280614425749,20.0,46.92085440804679,0.09553127364458762,20.0,48.2908315180998,0.09525923634166739,20.0,48.704161257695304,0.09502199033164561,20.0,48.469031198608334,0.09457140261661535,20.0,46.03951090943893,0.09635439423441089,20.0,46.75133307612321,0.09531603732602612,20.0,48.81816038607438,0.0960112958458983,20.0,48.17737309584895,0.09614479521025489,20.0,47.745110286618775,0.09472293628901934
2,40.0,48.54480890561352,0.09306013663424216,40.0,45.849674184304114,0.0941624879424432,40.0,47.19762340660996,0.09420811870771717,40.0,47.52583612469964,0.09360126185712789,40.0,47.357413451453894,0.09325350836251485,40.0,44.94217513247236,0.09661021079439996,40.0,45.593479240651,0.0946936991453327,40.0,47.648039040651504,0.09564386017749006,40.0,47.107592624843356,0.09435406564419797,40.0,46.553925707173114,0.09302780909887555
3,60.0,47.24157530046531,0.09474907966926531,60.0,44.7829741853969,0.0944544213961376,60.0,46.116856911926504,0.09329445516946694,60.0,46.33388566080382,0.09343421776989923,60.0,46.21833139958815,0.09396938671943039,60.0,43.872439540151056,0.09519406740613985,60.0,44.45506179088272,0.09510730023061782,60.0,46.47010452850783,0.09547808713928393,60.0,46.04529230521479,0.09505319504746716,60.0,45.34303742598854,0.0950600558719543
4,80.0,45.93895335591281,0.09380460074968655,80.0,43.71456613249281,0.09296522714788645,80.0,45.050390396134425,0.09364916022191826,80.0,45.17437423461182,0.09426038602420503,80.0,45.098672956279586,0.0940495903546439,80.0,42.78247971393249,0.09307674549686794,80.0,43.36130512472134,0.09519241450727453,80.0,45.28855744554754,0.09574630649440091,80.0,44.9925989258703,0.09663994089951825,80.0,44.1272382682492,0.09500168180977751
5,100.0,44.683170611862664,0.09151444721745362,100.0,42.710901125919634,0.09174709677561581,100.0,43.97549689952731,0.09468079465184025,100.0,44.033467521388715,0.094653962825728,100.0,43.99041295289531,0.0929288923966888,100.0,41.69091113314531,0.09250717918293244,100.0,42.23686004415519,0.0948011593881959,100.0,44.138440103990376,0.09568584062361787,100.0,43.963724036806525,0.0958534516985389,100.0,42.93447203331949,0.09490758328364943
6,120.0,43.33491853278482,0.0902697883870726,120.0,41.5590878693104,0.0910442874042754,120.0,42.91161476531628,0.0939592183016179,120.0,42.951779901095925,0.0922375426250931,120.0,42.886485623717505,0.08961568685258134,120.0,40.57764095402079,0.09283249629941588,120.0,41.01104441836807,0.09406500533486947,120.0,42.88739545912941,0.09480730481102771,120.0,42.93825111853176,0.09395853757303815,120.0,41.63298018254239,0.0928960448461416
7,140.0,42.1526152171511,0.08841206604966355,140.0,40.56560682833252,0.0901088659156832,140.0,41.736328287275356,0.09352827270305246,140.0,41.86261612361031,0.09167151508151727,140.0,41.781950222653904,0.0874238935628057,140.0,39.3565226069062,0.09190373186281767,140.0,39.83984294502567,0.09163882002779304,140.0,41.77809195408268,0.09337783378461147,140.0,41.62427026715218,0.09280099104483298,140.0,40.374998656079434,0.09247880213901284
8,160.0,40.87619311014202,0.08861062291826913,160.0,39.57241271360354,0.0872455695989671,160.0,40.559945653838014,0.09110760507227572,160.0,40.49455345205852,0.08933345551769355,160.0,40.470857142092434,0.08672112894322774,160.0,38.31114468383431,0.09030019098797576,160.0,38.75541929815004,0.08833788879964319,160.0,40.548784889515,0.08999451818217052,160.0,40.64315696506852,0.09104360835362901,160.0,39.34513339666731,0.09164338271688122
9,180.0,39.695814453100155,0.08715650815510725,180.0,38.43743196876714,0.08556276553276564,180.0,39.55704181019726,0.09150266050520829,180.0,39.40956600973267,0.08801857151339212,180.0,39.39678684590213,0.08548690111086975,180.0,37.179251760187974,0.08823823383279239,180.0,37.59904476816066,0.08652133728342445,180.0,39.30695490040369,0.0864544380148902,180.0,39.69647780442025,0.09126008065527498,180.0,38.2256661175689,0.08857922341407083
